Data/Hora,Protocolo,Cenário,Arquivo,Duração(s),Throughput(KB/s)
2026-06-25 20:52:58,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5784,316.78
2026-06-25 20:53:01,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5391,324.86
2026-06-25 20:53:04,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5583,320.86
2026-06-25 20:53:07,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5521,322.14
2026-06-25 20:53:10,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5655,319.40
2026-06-25 20:53:13,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5384,325.01
2026-06-25 20:53:16,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5603,320.46
2026-06-25 20:53:19,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5297,326.85
2026-06-25 20:53:22,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5553,321.48
2026-06-25 20:53:25,HTTP-RUDP,cenarioA,arquivo_500kb.bin,1.5629,319.91
2026-06-25 20:54:19,HTTP-RUDP,cenarioB,arquivo_500kb.bin,10.7593,46.47
2026-06-25 20:54:30,HTTP-RUDP,cenarioB,arquivo_500kb.bin,9.2140,54.27
2026-06-25 20:54:41,HTTP-RUDP,cenarioB,arquivo_500kb.bin,9.7455,51.31
2026-06-25 20:54:51,HTTP-RUDP,cenarioB,arquivo_500kb.bin,8.2530,60.58
2026-06-25 20:55:01,HTTP-RUDP,cenarioB,arquivo_500kb.bin,8.2547,60.57
2026-06-25 20:55:12,HTTP-RUDP,cenarioB,arquivo_500kb.bin,9.2283,54.18
2026-06-25 20:55:25,HTTP-RUDP,cenarioB,arquivo_500kb.bin,11.2217,44.56
2026-06-25 20:55:34,HTTP-RUDP,cenarioB,arquivo_500kb.bin,8.2180,60.84
2026-06-25 20:55:46,HTTP-RUDP,cenarioB,arquivo_500kb.bin,10.2070,48.99
2026-06-25 20:55:56,HTTP-RUDP,cenarioB,arquivo_500kb.bin,8.7133,57.38
2026-06-25 20:57:48,HTTP-RUDP,cenarioC,arquivo_500kb.bin,18.6668,26.79
2026-06-25 20:58:09,HTTP-RUDP,cenarioC,arquivo_500kb.bin,19.6640,25.43
2026-06-25 20:58:31,HTTP-RUDP,cenarioC,arquivo_500kb.bin,20.6449,24.22
2026-06-25 20:58:56,HTTP-RUDP,cenarioC,arquivo_500kb.bin,21.1781,23.61
2026-06-25 20:59:22,HTTP-RUDP,cenarioC,arquivo_500kb.bin,23.6563,21.14
2026-06-25 20:59:41,HTTP-RUDP,cenarioC,arquivo_500kb.bin,16.1314,31.00
2026-06-25 21:00:06,HTTP-RUDP,cenarioC,arquivo_500kb.bin,22.6698,22.06
2026-06-25 21:00:28,HTTP-RUDP,cenarioC,arquivo_500kb.bin,20.1817,24.77
2026-06-25 21:00:54,HTTP-RUDP,cenarioC,arquivo_500kb.bin,25.1800,19.86
2026-06-25 21:01:20,HTTP-RUDP,cenarioC,arquivo_500kb.bin,22.1726,22.55
