Data/Hora,Protocolo,Cenário,Arquivo,Duração(s),Throughput(KB/s)
2026-06-25 14:43:49,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1524,3280.17
2026-06-25 14:43:51,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1803,2773.59
2026-06-25 14:43:52,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1234,4052.23
2026-06-25 14:43:54,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1254,3986.86
2026-06-25 14:43:56,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1285,3891.86
2026-06-25 14:43:57,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1328,3764.48
2026-06-25 14:43:59,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1313,3807.99
2026-06-25 14:44:01,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1407,3553.93
2026-06-25 14:44:02,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1362,3670.22
2026-06-25 14:44:04,HTTP-TCP,cenarioA,arquivo_500kb.bin,0.1384,3613.69
2026-06-25 14:45:07,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.3987,1254.09
2026-06-25 14:45:09,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.4023,1242.78
2026-06-25 14:45:10,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.3979,1256.70
2026-06-25 14:45:16,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.3987,1254.09
2026-06-25 14:45:19,HTTP-TCP,cenarioB,arquivo_500kb.bin,1.4291,349.88
2026-06-25 14:45:21,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.4164,1200.88
2026-06-25 14:45:23,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.3957,1263.56
2026-06-25 14:45:25,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.4144,1206.49
2026-06-25 14:45:27,HTTP-TCP,cenarioB,arquivo_500kb.bin,0.3976,1257.67
2026-06-25 14:46:54,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7707,648.72
2026-06-25 14:46:57,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7718,647.82
2026-06-25 14:46:59,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7408,674.97
2026-06-25 14:47:01,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7709,648.59
2026-06-25 14:47:04,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7410,674.80
2026-06-25 14:47:06,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7854,636.60
2026-06-25 14:47:08,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7463,669.96
2026-06-25 14:47:13,HTTP-TCP,cenarioC,arquivo_500kb.bin,2.7887,179.30
2026-06-25 14:47:15,HTTP-TCP,cenarioC,arquivo_500kb.bin,0.7410,674.80
