"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","172.20.0.4","172.20.0.2","DNS","59","DNS Stateful operations (DSO) 0x3332[Malformed Packet]"
"2","0.001067","172.20.0.2","172.20.0.4","DNS","70","DNS Stateful operations (DSO) 0x3332[Malformed Packet]"
"3","0.012326","172.20.0.4","172.20.0.3","UDP","268","47913  >  8081 Len=226"
"4","0.013758","172.20.0.3","172.20.0.4","UDP","113","8081  >  47913 Len=71"
"5","0.025281","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"6","0.025930","172.20.0.3","172.20.0.4","UDP","113","8081  >  47913 Len=71"
"7","0.026095","172.20.0.3","172.20.0.4","UDP","113","8081  >  47913 Len=71"
"8","0.026147","172.20.0.3","172.20.0.4","UDP","113","8081  >  47913 Len=71"
"9","0.037564","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5b6)"
"10","0.048272","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"11","0.049123","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5b7)"
"12","0.059703","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"13","0.060471","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5b9)"
"14","0.071995","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"15","0.072831","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5bc)"
"16","0.083624","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"17","0.084297","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5bd)"
"18","0.095048","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"19","0.095712","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5be)"
"20","0.106481","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"21","0.107242","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5bf)"
"22","0.117935","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"23","0.118506","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5c2)"
"24","0.129247","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"25","0.129882","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5c4)"
"26","0.140694","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"27","0.141269","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5c7)"
"28","0.152539","172.20.0.4","172.20.0.3","UDP","113","47913  >  8081 Len=71"
"29","0.153512","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=f5c8)"
