"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","172.20.0.4","172.20.0.2","DNS","59","DNS Stateful operations (DSO) 0x3833[Malformed Packet]"
"2","0.000584","172.20.0.2","172.20.0.4","DNS","70","DNS Stateful operations (DSO) 0x3833[Malformed Packet]"
"3","0.102605","172.20.0.4","172.20.0.3","UDP","268","37826  >  8081 Len=226"
"4","0.103307","172.20.0.3","172.20.0.4","UDP","113","8081  >  37826 Len=71"
"5","0.204533","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
"6","0.205206","172.20.0.3","172.20.0.4","UDP","113","8081  >  37826 Len=71"
"7","0.205431","172.20.0.3","172.20.0.4","UDP","113","8081  >  37826 Len=71"
"8","0.205526","172.20.0.3","172.20.0.4","UDP","113","8081  >  37826 Len=71"
"9","0.222701","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=678c)"
"10","0.324452","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
"11","0.325275","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=67a6)"
"12","0.426330","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
"13","0.427250","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=67bc)"
"14","0.528055","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
"15","0.528753","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=67c3)"
"16","0.629703","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
"17","0.630876","172.20.0.3","172.20.0.4","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=67d2)"
"18","0.731822","172.20.0.4","172.20.0.3","UDP","113","37826  >  8081 Len=71"
